	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	tau	tau	tau	tau	tau	tau	tau	tau	tau	tau	tau	tau	tau	tau	tau
ADAMTSL1	all	0.6654314016291241	-0.02212510214015218	10	10	all	0.7903342572493628	-0.0010222263207317628	10	10	all	0.971219361665949	-0.0070973533657874245	10	10	all	0.17899278165251375	-0.052962109817690284	10	10	all	0.33762387438734154	0.0793543574266598	10.0	10.0	all	0.9939325136254709	0.005241359316634119	10.0	10.0	all	0.14933331520391363	-0.16231473547353467	10	10	all	0.24906274072121626	0.13792892820679004	10	10	all	0.9849145396439865	0.04885263940375565	10	10
ADAMTSL3	all	0.0028302617994011665	-0.08628213630412039	10	10	all	0.8911478989754231	-0.00901321105114878	9	9	all	0.048701238946506895	-0.02414214215678911	9	9	all	0.7162631688115828	-0.02718192282920352	9	9	all	0.4520329809556244	-0.08145344247617088	9.0	9.0	all	0.5540491053895551	0.014393470183646425	9.0	9.0	all	0.1672896047169392	-0.22902099345136118	10	10	all	0.38911881175096075	-0.12228712466628788	9	9	all	0.1782933306540705	-0.08341513780728697	9	9
ADAMTSL5	all	0.6766395183262387	0.005420452328551536	10	10	all	0.20669106566835782	-0.02615209902255103	10	10	all	0.2078160584488845	-0.0011456364830791123	10	10	all	0.5919311921991797	0.026171673483239826	10	10	all	0.7636870396285799	-0.03643828753092252	10.0	10.0	all	0.9123572648637959	0.01667032110495788	10.0	10.0	all	0.5985940826636699	0.09291664976467544	10	10	all	0.41453868017364337	-0.10868830805130915	10	10	all	0.67184407652386	-0.010853051054441528	10	10
ADAR	ENST00000368474.4	0.5261562688033594	0.014027226553526785	9	9	ENST00000529168.1	0.39284951364474263	0.015001163241766946	8	8	ENST00000529168.1	0.7680036557580204	0.007074409955969872	8	8	ENST00000368474.4	0.29359552255039945	0.03642309597951473	9	9	ENST00000292205.5	0.021893950020702355	0.09636118982795529	5.0	5.0	ENST00000292205.5	0.15963537033517494	0.04052146525772285	5.0	5.0	ENST00000368474.4	0.15829059013915348	0.11614617432231845	9	9	ENST00000292205.5	0.01776473150229594	0.22302013877322166	5	5	ENST00000292205.5	0.2583649489774025	0.1960310500376891	5	5
ADCY1	all	0.9845895652048862	-0.042482100903516444	10	10	all	0.6981865745568967	0.00827630824743829	10	10	all	0.9421606461439492	-0.027519915332107705	10	10	all	0.7016368647100168	-0.02246899211144102	10	10	all	0.13926744646160766	-0.0751769088266384	10.0	10.0	all	0.4970076813673099	-0.052438159574400144	10.0	10.0	all	0.8133287451094712	-0.08477825824123153	10	10	all	0.09382824203768933	-0.21630476910291785	10	10	all	0.22423701933034945	-0.11288581140026838	10	10
ADCY10	all	0.12498340445355806	0.028876858829951568	10	10	all	0.7814365120460705	-0.009982376870484031	9	9	all	0.31831232191052095	0.005205359329636439	9	9	all	0.5715613176010095	-0.03945252528267296	10	10	all	0.4563370933130265	-0.03772913423233628	9.0	9.0	all	0.6376411503464261	0.00246991627165243	9.0	9.0	all	0.11534816081316583	0.11042439687781665	9	9	all	0.4106795756652759	-0.08797928839951703	9	9	all	0.5839259036168211	0.02515955226689476	9	9
ADCY2	all	0.6882098931528704	0.014022044166125762	10	10	all	0.9245736471197668	-0.017501348168371986	10	10	all	0.8699333202616802	-0.0020369760560491335	10	10	all	0.25700938325028344	-0.026520959991314996	10	10	all	0.80099318354079	-0.10542068917318002	10.0	10.0	all	0.37965916973084024	-0.0688681775357487	10.0	10.0	all	0.2522789843783586	-0.07378798216979268	10	10	all	0.44633632632285547	-0.27619729343875016	10	10	all	0.2422116413097689	-0.20286517384565464	10	10
ADCY3	all	0.04439207435936254	-0.14795001008703343	10	10	all	0.11687163589381006	-0.051095771838910974	10	10	all	0.9182118649162754	-0.09827721926938315	10	10	all	0.07769312985609064	0.022334142938304772	9	9	all	0.26116738838474496	-0.03132638706913369	9.0	9.0	all	0.7535213333313231	-0.008166244774501868	9.0	9.0	all	0.7197595098041533	-0.5888796669268185	10	10	all	0.8460535565679289	-0.4647634209174549	10	10	all	0.993259366484494	-0.4600789341054152	10	10
ADCY4	ENST00000418030.2	0.3791723545185445	-0.027478129273737828	8	8	all	0.29429455130683313	0.01885434442834402	1	1	ENST00000310677.4,ENST00000554068.2	0.27834070070120354	-0.021337202533929123	9	9	ENST00000418030.2	0.04744587659956364	-0.11714638611740967	8	8	ENST00000310677.4,ENST00000554068.2	0.24649397357434177	-0.06866784105068686	9.0	9.0	ENST00000418030.2	0.08974585832414879	-0.06872414771870994	8.0	8.0	ENST00000418030.2	0.023264323961960844	-0.3190072747667977	8	8	ENST00000310677.4,ENST00000554068.2	0.1054429521711687	-0.20693634715875645	9	9	ENST00000418030.2	0.08367031771196416	-0.21689921564998596	8	8
ADCY5	all	0.6075108732205676	-0.015186363236519585	10	10	all	0.0347522327957356	-0.0440437697465982	10	10	all	0.14532521787438793	-0.021831292842357592	10	10	all	0.7709009099286938	0.019991218329396147	10	10	all	0.8421836891894813	0.030749255802672945	10.0	10.0	all	0.851102375810035	0.056965410944214596	10.0	10.0	all	0.6706325737810246	-0.036219390356885955	10	10	all	0.3086638003861645	-0.06101219916547127	10	10	all	0.5464801970562759	-0.003482722902405514	10	10
ADCY6	all	0.9682420491589908	0.009387900200073086	10	10	all	0.8631341899740042	0.00742737849440434	10	10	all	0.9232482862993261	-0.009921407353917605	10	10	all	0.48117211994724995	-0.053877740481036086	10	10	all	0.5310710077118466	0.06195985331584247	10.0	10.0	all	0.3583318565180458	-0.00982955871049116	10.0	10.0	all	0.37698933312105776	-0.11768162620238536	9	9	all	0.624445594670636	-0.034547886441728924	10	10	all	0.29570624187753614	-0.009659917655097883	9	9
ADCY7	ENST00000254235.3	0.2124027400890226	0.005932811139061811	9	9	ENST00000394697.2	0.2653010218002775	-0.034982831246194585	9	9	ENST00000394697.2	0.21174783533026753	-0.019649695672027092	9	9	ENST00000394697.2	0.5240629993376302	-0.03694728424907193	9	9	ENST00000254235.3	0.22800433964562838	0.006409954099143277	9.0	9.0	ENST00000254235.3	0.4464392949349393	-0.002543800532418821	9.0	9.0	ENST00000394697.2	0.41218582009288063	-0.056651544832810936	9	9	ENST00000254235.3	0.2648786413572908	-0.03942458089208531	9	9	ENST00000254235.3	0.5717499108904682	-0.0011359045341022601	9	9
ADCY8	all	0.6925678458181712	-0.04528152731680948	10	10	all	0.6663506682171698	-0.03774501700204056	10	10	all	0.6653405522901827	-0.03883078367051931	10	10	all	0.9333782554404658	0.06065863183423339	10	10	all	1.0	-0.02384467850978397	10.0	10.0	all	0.9607364907217935	0.03143643663741779	10.0	10.0	all	0.7485493059544923	-0.20085199047415073	10	10	all	0.4991836091478077	-0.12669088848142637	10	10	all	0.39708728560266515	0.014009543076875722	10	10
ADCY9	all	0.13827369478970755	0.013602019729436513	9	9	all	0.8704731436279077	-0.0026606321262332955	9	9	all	0.34410197007526155	0.00953635394061479	9	9	all	0.32478261608378967	-0.05890169744424395	9	9	all	0.5524334787865507	0.08031210913463026	10.0	10.0	all	0.6797842521945004	-0.016386118317181033	9.0	9.0	all	0.9507822854418805	0.01127349831910355	9	9	all	0.6648848639472456	0.005076300083047991	10	10	all	0.9300259947379794	0.0665094991998327	9	9
ADCYAP1	ENST00000450565.3	0.4169697171640503	0.010339941064923279	3	3	ENST00000579794.1	0.021797612338446484	0.027000621385309013	3	3	ENST00000579794.1	0.16862535582462956	0.00927380263023581	3	3	ENST00000579794.1	0.007421680015615683	0.11636004513604714	3	3	ENST00000450565.3	0.1543885858714638	-0.048375747769345744	3.0	3.0	ENST00000579794.1	0.1444709388571557	0.048375700970788325	3.0	3.0	ENST00000579794.1	0.013288170218679934	0.28939151669216756	3	3	ENST00000450565.3	0.13007402117638367	-0.14256621465076388	3	3	ENST00000579794.1	0.08288796418760525	0.16983528275110119	3	3
ADD1	ENST00000398129.1	0.015556726416265858	0.039899753342413496	9	9	ENST00000398129.1	0.16116100058704197	0.0017207009591593374	10	10	ENST00000398129.1	0.0021898685742361844	0.03044711070129853	9	9	ENST00000398129.1	0.24976507972506135	0.019000172898262252	10	10	ENST00000446856.1	0.4398111686971409	0.0726340813517464	10.0	10.0	ENST00000398129.1	0.12283384729206179	-0.053200991491153204	9.0	9.0	ENST00000446856.1	0.23270800888773568	0.026098529860022163	10	10	ENST00000446856.1	0.4537194160418082	0.08169889742158896	10	10	ENST00000446856.1	0.3017462983200939	0.13840225657287417	10	10
ADH1A	all	0.16491426148695187	0.006702339599876625	10	10	all	0.7049131631587507	0.007921704440329089	10	10	all	0.22794353037859394	0.006679218546580996	10	10	all	0.4955932305930074	-0.04531703853754535	10	10	all	0.4620476253851118	0.07431227680422157	10.0	10.0	all	0.8285752173785538	-0.007902139830060316	10.0	10.0	all	0.8935639266337696	-0.10423624260124593	10	10	all	0.3672189793184145	0.12089540247171533	10	10	all	0.4033966535669439	0.008037481212109851	10	10
ADH6	all	0.8351255946170851	0.01064813287418205	10	10	all	0.4443380758311125	-0.0022232002365510394	10	10	all	0.8912022839603185	0.00036913724608910137	10	10	all	0.6928448167462877	-0.03731190523031496	10	10	all	0.46764220594336725	0.05493511635398818	10.0	10.0	all	0.7136047691768126	-0.031046606630446522	10.0	10.0	all	0.8631061145039005	-0.1615008208023354	10	10	all	0.602418100417911	0.02883431076089064	10	10	all	0.9643823510113841	-0.09948367473199145	10	10
ADH7	all	0.7854232298032455	-0.030298248936826023	9	9	all	0.35882070525581955	-0.007782133374889331	9	9	all	0.3509680812103161	-0.009443415993856678	9	9	all	0.8600561054333343	-0.04195034541552448	10	10	all	0.11681022694257617	0.0964898786436917	9.0	9.0	all	0.44946926353692396	-0.024015969243676782	9.0	9.0	all	0.9520532604006979	-0.18445033587730164	10	10	all	0.20971363536975285	0.16345749187472638	9	9	all	0.6569332565999637	-0.0635441812604959	9	9
ADHFE1	all	0.06960736501410462	0.014437537167697313	10	10	all	0.37898831323753635	0.010289881241496471	9	9	all	0.15434142814447518	0.0221933798411193	9	9	all	0.2016349248772179	-0.11213007508841784	10	10	all	0.8507884710269573	-0.008122130062732014	9.0	9.0	all	0.42801335931745477	0.024099004442317228	9.0	9.0	all	0.955799068546939	-0.005675033868693631	9	9	all	0.5992784914773492	-0.07104070228299784	9	9	all	0.9104931747069787	0.06818661469574233	9	9
ADIRF	all	0.0747917335393799	-0.028377490387953952	10	10	all	0.906621068763672	-0.0046569079204962964	9	9	all	0.0800394497992997	-0.009250662468911867	9	9	all	0.05174213126478588	0.12776401471969176	10	10	all	0.20060255404273364	-0.03691979583602029	9.0	9.0	all	0.5032662513022481	0.029848570068651964	9.0	9.0	all	0.21561684202569487	0.15945841187769141	9	9	all	0.17360947737635457	-0.09662124882623913	9	9	all	0.8092626962439675	0.07886421719159802	9	9
ADM	ENST00000278175.5	0.00011035821808163275	0.04567106136863721	10	10	ENST00000528655.1,ENST00000525063.1	0.42623120660540936	0.004531305412375831	10	10	ENST00000278175.5	0.000759240861607375	0.025886758699717665	10	10	ENST00000528655.1,ENST00000525063.1	0.028717522800115605	-0.08775983436867651	10	10	ENST00000528655.1,ENST00000525063.1	0.552966235139839	0.012755458552331178	10.0	10.0	ENST00000528655.1,ENST00000525063.1	0.3667707221865263	-0.04092622187707274	10.0	10.0	ENST00000278175.5	0.0848127248960173	0.21973357418232028	10	10	ENST00000528655.1,ENST00000525063.1	0.3804443143689754	-0.07006541422525268	10	10	ENST00000278175.5	0.13398901089478774	0.19844648085836045	10	10
ADM2	all	0.6878443276951549	-0.009550941449935475	8	8	all	0.383107104853328	0.006402651453770549	10	10	all	0.5106386082790484	0.014619611878214187	8	8	all	0.4713830208699835	0.011620005185837922	9	9	all	0.5955948386307776	-0.01272668866722891	9.0	9.0	all	0.9683546296358112	-0.0021056166405144052	9.0	9.0	all	0.45659085703234925	-0.04416333018576215	9	9	all	0.3865117664567216	-0.21491733597452156	10	10	all	0.6766772551707855	-0.027494063130241237	9	9
ADPRHL1	all	0.4728681303084614	-0.014645739262234461	10	10	all	0.5238170238260664	0.007601240860045616	10	10	all	0.43267682411470054	-0.0030839831205041524	10	10	all	0.15140416327559464	-0.02886197294994872	10	10	all	0.8562247481762507	-0.03494862752089115	10.0	10.0	all	0.5031129821242355	-0.08133122643370132	10.0	10.0	all	0.16497531138461574	-0.06535558549887839	10	10	all	0.9860615939621219	0.06413483522128603	10	10	all	0.6063139580410595	-0.19176830862577257	10	10
ADSS	all	0.9162468977348852	-0.08589464783890159	9	9	all	0.1115963570567116	-0.12207029730310641	9	9	all	0.30275590525962837	-0.11434040940352813	9	9	all	0.10995905430964242	0.0986324732419054	9	9	all	0.1978104602345463	0.030260486917162526	9.0	9.0	all	0.28983549597440883	0.13350652534847804	9.0	9.0	all	0.454055446990527	0.09462378455003652	9	9	all	0.24293291181955756	-0.3730372708951184	9	9	all	0.5815973794194386	-0.0793899985213188	9	9
AFAP1L2	all	0.3763628437655717	-0.011623026822771611	5	5	all	0.2079767705333685	0.018523238926729305	5	5	ENST00000304129.4	0.4378230327508136	0.005558285452920091	4	4	ENST00000304129.4	0.2345023618406814	0.059873520027371174	5	5	ENST00000304129.4	0.08439345850464793	-0.06633618791537993	4.0	4.0	ENST00000369271.3	0.1399898049462168	-0.06713798994560978	4.0	4.0	ENST00000304129.4	0.23768300237296613	0.09326014206600249	5	5	ENST00000304129.4	0.2569074144023209	-0.1622279689236903	4	4	ENST00000369271.3	0.33542522672261044	-0.2020672177113436	4	4
AFF1	ENST00000307808.6	0.4265197294999554	-0.02336799280223002	9	9	ENST00000307808.6	0.02487819508575765	-0.052633007934582414	9	9	ENST00000307808.6	0.040547974026607626	-0.03813870762116967	9	9	ENST00000395146.4	0.3059559795959099	-0.1356036906465294	10	10	ENST00000307808.6	0.08553486989903161	0.13631003641911454	10.0	10.0	ENST00000395146.4	0.06484833818839959	-0.09217416398695256	10.0	10.0	ENST00000395146.4	0.24557775546173777	-0.37614098257976153	10	10	ENST00000395146.4	0.06319951718538434	-0.08356704194621334	10	10	ENST00000395146.4	0.05333096406505732	-0.23179114454372582	10	10
AFF3	ENST00000409236.2	0.3564842035488388	0.013057956725009154	7	7	ENST00000317233.4	0.206407574373217	0.0092347169828996	10	10	ENST00000409236.2	0.29118990713477255	0.02892850394716816	7	7	ENST00000317233.4	0.6070776602124959	0.09806124598817985	10	10	ENST00000317233.4	0.1962996974276665	-0.09200904516218138	10.0	10.0	ENST00000317233.4	0.50362353976059	0.07171375929796737	10.0	10.0	ENST00000409236.2	0.6418386978848234	0.3784174579609956	8	8	ENST00000317233.4	0.3780767671132099	-0.09988435078471843	10	10	ENST00000317233.4	0.5956756080492811	0.04420217039379068	10	10
AFF4	all	0.8444595634483474	-0.01581990861329684	9	9	all	0.15924390964515478	-0.0283107605160931	9	9	all	0.40898145974066114	-0.013933735810363786	9	9	all	0.6645481929525849	-0.02890327570289906	9	9	all	0.8934451412276966	0.052218317593164386	9.0	9.0	all	0.9475063019576507	0.03178955182222715	9.0	9.0	all	0.8560581395146762	-0.13159659806769175	9	9	all	0.643024419121416	0.023492991375576616	9	9	all	0.7668291572049074	-0.05385442447446792	9	9
AFMID	all	0.04918219615489959	-0.05043146507273836	10	10	all	0.2850583655399265	0.007600097433559802	9	9	all	0.2521708391146025	-0.0145288696656791	9	9	all	0.9883043248584524	-0.00018435206135265086	10	10	all	0.6137607616568836	-0.018035145708805825	9.0	9.0	all	0.5654117738105113	-0.024456668715299366	9.0	9.0	all	0.43504774527327617	-0.2955179394618452	9	9	all	0.38589929234118825	0.12070513676691667	9	9	all	0.9152034958161068	-0.13653529688669677	9	9
AFP	all	0.8409779031017387	-0.006271909997881314	10	10	all	0.8454939614113873	-0.009223134493561585	10	10	all	0.542273659891182	-0.001000132534817226	10	10	all	0.3080195425487634	-0.0037556761856247975	10	10	all	0.17261720879684028	0.10738975455519535	10.0	10.0	all	0.8024718656316259	0.043626273170976414	10.0	10.0	all	0.4186596767364368	0.11556030876050771	10	10	all	0.2869296065571889	0.3580264580178651	10	10	all	0.8756440926639657	0.15940124775868444	10	10
AGAP2	all	0.14732558805599474	0.03356146739313696	10	10	all	0.7261177861164134	0.002659942830218729	10	10	all	0.30691822755279496	0.002959340846673797	10	10	all	0.260517815202729	-0.01869134265266866	10	10	all	0.6441426584762813	-0.05749927797819601	10.0	10.0	all	0.34060582752882373	-0.04589891109376001	10.0	10.0	all	0.8462350049904266	-0.05387036148735364	10	10	all	0.632900660723954	-0.34441807504691324	10	10	all	0.4603840896479183	-0.08305758266009265	10	10
AGFG2	all	0.6364931723366432	-0.024393359567150247	9	9	all	0.5247713108321237	0.003614946014528666	9	9	all	0.6351370220905371	-0.009751288185841244	9	9	all	0.44830287737697005	0.055301623203422155	9	9	all	0.3593373503937215	-0.020733100574066295	9.0	9.0	all	0.8785722582581235	0.02311185041443248	9.0	9.0	all	0.93140418012268	0.17867460650919198	9	9	all	0.5668148249904432	-0.08011109272623373	9	9	all	0.9786787288850115	0.046512860683672996	9	9
AGPAT2	all	0.9779865177370376	-0.019096499022295352	10	10	all	0.797634907484593	-0.009242469372408033	10	10	all	0.7707397849344583	0.0013721729644451334	10	10	all	0.11311464122921472	0.0731881611965765	10	10	all	0.09149176394434097	0.11376787767344705	10.0	10.0	all	0.011859345505040104	0.0627794637748104	10.0	10.0	all	0.15046007379232473	0.23898411668498587	10	10	all	0.1078258993144672	0.34015934595951847	10	10	all	0.01915123668599454	0.19611051701426593	10	10
AGT	all	0.5730008360918606	0.0018008454056649148	9	9	all	0.2754246438452036	-0.01595986486444055	9	9	all	0.6872417886229645	-0.009041160523797031	9	9	all	0.1193669990313468	-0.10097782707877608	9	9	all	0.771382798129162	0.031822159245793784	9.0	9.0	all	0.6370384966667115	-0.045246782680003816	9.0	9.0	all	0.16791567580025946	-0.1408979951400532	9	9	all	0.9090011366033691	0.04944402844646691	9	9	all	0.6139876986811659	-0.12654776476163057	9	9
AHCYL2	all	0.2428027549062144	0.015650536731423314	9	9	all	0.17152677414647777	-0.023693284383120083	8	8	all	0.574701372442697	-0.0074856924096495595	8	8	all	0.955024297314964	-0.06439991207185182	9	9	all	0.7561565894923582	-0.018456202408418863	8.0	8.0	all	0.9682088851536721	-0.016834103684636597	8.0	8.0	all	0.23038916199694415	-0.046477336060852296	8	8	all	0.5918273909402122	-0.1360878665962494	8	8	all	0.7909206570968541	-0.057544207015759304	8	8
AHNAK	all	0.9099829552360988	-0.04281712952510091	9	9	all	0.4072213566548487	-0.016544893027901336	10	10	all	0.47029071558855806	-0.01030681476849554	9	9	all	0.7175707220217158	-0.03600026726537346	8	8	all	0.4732637372667009	0.057900944115111506	9.0	9.0	all	0.7747643686535832	0.03125490520915154	8.0	8.0	all	0.8792464900016681	0.06842715264962972	8	8	all	0.8844587098109575	0.18099627911783214	10	10	all	0.43855197683504077	0.10663866156604755	8	8
AHR	all	0.35508552417826933	0.009504720208737239	10	10	all	0.7284872183567934	-0.009875605997311045	10	10	all	0.7026074082823561	0.004376446473653155	10	10	all	0.07100907110884495	0.061460301506862845	10	10	all	0.7040309099404407	-0.04681410263472485	10.0	10.0	all	0.18510777312851034	0.044087621183179666	10.0	10.0	all	0.043914775866070635	0.25033070156437454	10	10	all	0.9550384959319842	-0.11022733091570015	10	10	all	0.14946344909665002	0.10785997166808836	10	10
